# schema=shastry-sutherland-full-spin-isotypic-primal-values-v1
# model_mof_sha256=041d82091fdf8be08f6ef549c10b4ac359ced4f3d7048a59ccf94ba0231b13da
# runmeta_sha256=4cc9b50612d9fcc986610c533ea2a2ca5cdb76480f2efb9360ab5c0cdf488bc3
index	name	float64_bits
111	full_spin_isotypic_invariant_moment[111]	1011111100101000111010001001110000110000001111111001000110011011
112	full_spin_isotypic_invariant_moment[112]	1011111011110000100101110011000011011000001101101010000011101100
113	full_spin_isotypic_invariant_moment[113]	0011111100010100111101110010010010111001111101011110110111101010
114	full_spin_isotypic_invariant_moment[114]	1011111100110011010000001000101110111001010111001001010011000110
115	full_spin_isotypic_invariant_moment[115]	0011111100010100111101110010010010111001111101010011011011110010
116	full_spin_isotypic_invariant_moment[116]	1011111100000001011100100100011100000001011110101011010111100100
117	full_spin_isotypic_invariant_moment[117]	1011111100100110101001101101100111110001111110111001001110110011
118	full_spin_isotypic_invariant_moment[118]	1011111100000001011100100100011100000001011111100010000101101110
119	full_spin_isotypic_invariant_moment[119]	0011111100010100111101110010010010111001111100111001111101111011
120	full_spin_isotypic_invariant_moment[120]	0011111100101111100010100000010101000000110000101111100000100111
121	full_spin_isotypic_invariant_moment[121]	1011111100000001011100100100011100000001011111100101000110110010
122	full_spin_isotypic_invariant_moment[122]	0011111100001001110110000101101100010000000100111100110110011110
123	full_spin_isotypic_invariant_moment[123]	0011111100010100111101110010010010111001111100100101010001011001
124	full_spin_isotypic_invariant_moment[124]	1011111100000001011100100100011100000001100000100111111111111110
125	full_spin_isotypic_invariant_moment[125]	0011111111011111001010111100011101101010111011110010110001000111
126	full_spin_isotypic_invariant_moment[126]	0011111101111111001100011100100110010100001010001001101001111111
127	full_spin_isotypic_invariant_moment[127]	0011111101111101000010110010011000011000011101101010011000010100
128	full_spin_isotypic_invariant_moment[128]	1011111110000101011110001101101010001011010111110010100000101001
129	full_spin_isotypic_invariant_moment[129]	0011111101111101000010110010011000011000011101101001111010010111
130	full_spin_isotypic_invariant_moment[130]	0011111101110100000110101011101001110001000011000011011110011101
131	full_spin_isotypic_invariant_moment[131]	0011111101111101000010110010011000011000011101101000111101011010
132	full_spin_isotypic_invariant_moment[132]	0011111101110100000110101011101001110001000011000001010000110101
133	full_spin_isotypic_invariant_moment[133]	1011111101101000101110010011001101010010111011011100011001101011
134	full_spin_isotypic_invariant_moment[134]	0011111100100111111100111011000111110100000100011010000110001111
135	full_spin_isotypic_invariant_moment[135]	0011111100100111110000011001111011011011000110100111111101111101
136	full_spin_isotypic_invariant_moment[136]	0011111100100011110010000100110010001110010100100000101110000000
