# schema=square-j1-j2-full-spin-isotypic-rational-witness-v1
# denominator=1000000
# model_mof_sha256=3310ea7c41b857223fe001e6bb3f9a64c75f187a33788585accbb10091055e68
# runmeta_sha256=9085804ef2c2eaf836095f9df43b83e0cc5bc3feed2a6e1b87da7748b42fee7e
# solve_result_sha256=602975f64379a77b1c098eb20620f07051bd0c9bc56df82d7e5057a4b2f5044e
# primal_values_sha256=5b4a9c8b93fc51d0033997e82404809b09136f0804ae3d987f48d2bcae3a43e2
index	name	numerator
467	full_spin_isotypic_invariant_moment[467]	-135
468	full_spin_isotypic_invariant_moment[468]	-67
469	full_spin_isotypic_invariant_moment[469]	297
470	full_spin_isotypic_invariant_moment[470]	-573
471	full_spin_isotypic_invariant_moment[471]	297
472	full_spin_isotypic_invariant_moment[472]	248
473	full_spin_isotypic_invariant_moment[473]	297
474	full_spin_isotypic_invariant_moment[474]	248
475	full_spin_isotypic_invariant_moment[475]	6045
476	full_spin_isotypic_invariant_moment[476]	-5221
477	full_spin_isotypic_invariant_moment[477]	6045
478	full_spin_isotypic_invariant_moment[478]	5374
479	full_spin_isotypic_invariant_moment[479]	6045
480	full_spin_isotypic_invariant_moment[480]	5374
481	full_spin_isotypic_invariant_moment[481]	-85
482	full_spin_isotypic_invariant_moment[482]	-135
483	full_spin_isotypic_invariant_moment[483]	-67
484	full_spin_isotypic_invariant_moment[484]	-135
485	full_spin_isotypic_invariant_moment[485]	-67
486	full_spin_isotypic_invariant_moment[486]	-85
487	full_spin_isotypic_invariant_moment[487]	-135
488	full_spin_isotypic_invariant_moment[488]	-67
489	full_spin_isotypic_invariant_moment[489]	-135
490	full_spin_isotypic_invariant_moment[490]	-67
491	full_spin_isotypic_invariant_moment[491]	-85
492	full_spin_isotypic_invariant_moment[492]	-119
493	full_spin_isotypic_invariant_moment[493]	-85
494	full_spin_isotypic_invariant_moment[494]	-119
495	full_spin_isotypic_invariant_moment[495]	-85
496	full_spin_isotypic_invariant_moment[496]	-119
497	full_spin_isotypic_invariant_moment[497]	-85
498	full_spin_isotypic_invariant_moment[498]	-119
499	full_spin_isotypic_invariant_moment[499]	-67
500	full_spin_isotypic_invariant_moment[500]	-135
501	full_spin_isotypic_invariant_moment[501]	-67
502	full_spin_isotypic_invariant_moment[502]	-67
503	full_spin_isotypic_invariant_moment[503]	-135
504	full_spin_isotypic_invariant_moment[504]	-67
505	full_spin_isotypic_invariant_moment[505]	-67
506	full_spin_isotypic_invariant_moment[506]	-40
507	full_spin_isotypic_invariant_moment[507]	-67
508	full_spin_isotypic_invariant_moment[508]	-40
509	full_spin_isotypic_invariant_moment[509]	-67
